,reviewer_review,reviewer_avg,reviewer_review_cnt,reviewer_review_score,reviewer_review_date,reviewer_id,diner_idx
11,,3.7,3,5.0,2023.06.19.,"최창은
브론즈 배지
레벨
2",523052448
12,"패티상태 최악이네요 제가 찍은 사진좀 보세요
지금이라도 환불받고싶네요",3.0,9,2.0,2023.04.21.,"Redcity
실버 배지
레벨
11",523052448
0,푸짐하고 맛있어요!!!,5.0,1,5.0,2024.01.24.,"하은
브론즈 배지
레벨
7",1444595796
1,"순대도 너무 맛있고 조개전골국물의 깊은 맛이 일품입니다
다음에도 또 올게요
정말 맛있습니다",5.0,1,5.0,2024.01.10.,"정훈
브론즈 배지
레벨
3",1444595796
2,양도 푸짐하고 너무 맛있어용!!👍👍,5.0,1,5.0,2024.01.01.,"세희
브론즈 배지
레벨
2",1444595796
0,"크으~ 인덕원에 새로운 돼지고기 맛집 인정~!
두툼한 생삽겹살이 짱 맛있네요. 
다만 홀써빙이 아직 서툴다는게 흠.
맛있게 회식하고 갑니다.
더보기",4.1,73,4.0,2024.02.06.,"임정희
실버 배지
레벨
30",608240846
1,,3.7,7,5.0,2024.02.03.,"oioi
브론즈 배지
레벨
2",608240846
2,"이근처 삼겹살은 이집만 갑니다.
그냥 최고!
버섯 감자 양파가 서비스로 나오는 흔하지 않은집!
밑반찬도 다 맛있고 다들 너무 친절하십니다👍🏻
더보기",3.7,3,5.0,2024.01.13.,"dhchensa
브론즈 배지
레벨
4",608240846
0,회식장소 냉동삼겹살 김치찌개 된장찌개,5.0,2,5.0,2023.11.24.,"WhatSubi Nick
브론즈 배지
레벨
3",1063485875
1,맛있음!,4.6,5,5.0,2023.10.08.,"YM
브론즈 배지
레벨
3",1063485875
2,고기가 맛있어요냉동삼겹살,3.6,17,5.0,2023.05.24.,"77
실버 배지
레벨
12",1063485875
0,"진짜 양도 많고 맛있어요
된장찌개도 나오고 짱입니당ㅎㅎㅎ😆",5.0,1,5.0,2023.12.09.,"지현
브론즈 배지
레벨
2",1786148534
1,"요즘 14,000원짜리 삼겹살 잘 없죠. 그런데 고기가 정말 신선하고, 밑반찬도 하나하나 맛있습니다. 계란찜도 주시고요. 볶음밥도 정말 맛있어요. 알고보니 사장님께서 몇십년 장사하시면서 제철 로컬 식재료들 그때그때 친정농가 등에서 공수해서 요리하시는 분이시더군요. 게다가 겸손하시고 친절하시기까지. 인덕원 최고의 삼겹살집.",4.1,237,5.0,2023.09.02.,"14oz
골드 배지
레벨
40",1786148534
2,"삼겹살이 200g인데 14,000원
싸고 맛있어요, 그리고 이모님께서 친절하셔요^^!",3.3,23,5.0,2022.12.29.,"장대현
실버 배지
레벨
13",1786148534
0,"냉삼이 생각나 검색~ 인덕원 문래동으로~
역시 냉삼은 은박지호일에 궈야 맛이 지대로죠~
쌈을 좋아하기에 여러번 리필 해도 친절하십니다.
후식 육회비빔밥도 맛났고요, 
다만 된장국은 아쉽~
더보기",4.6,339,5.0,2024.02.07.,"ChaosKim
골드 배지
레벨
49",1343506700
1,맛있게 잘먹구 갑니다,5.0,1,5.0,2022.10.10.,"kj
브론즈 배지
레벨
2",1343506700
0,,5.0,24,5.0,2023.10.30.,"킴
브론즈 배지
레벨
5",134479197
1,"고기 먹으면서 된장찌개 7,000원은 아닌것 같습니다.
다른곳도 그런가요?",1.0,1,1.0,2023.05.22.,"라떼
브론즈 배지
레벨
2",134479197
2,구워주셔서 편하고 맛있어용,4.4,148,5.0,2022.05.08.,"mmm
골드 배지
레벨
35",134479197
0,,5.0,24,5.0,2023.12.23.,"킴
브론즈 배지
레벨
5",25972621
1,,2.3,3,1.0,2023.12.15.,"제임스 신
브론즈 배지
레벨
3",25972621
2,,4.1,75,5.0,2023.01.28.,"정직한리뷰왕
실버 배지
레벨
17",25972621
0,,5.0,1,5.0,2023.07.18.,"조재윤
브론즈 배지
레벨
2",1697209224
1,사골베이스라 육개장이 진하고 맛있어요 건더기도 파랑 고기 푸짐하게 잘 들어있어요 항상 육개장 생각 나면 들립니다 사장님하고 직원분도 친절하구요,3.2,15,5.0,2022.10.25.,"-
실버 배지
레벨
11",1697209224
2,육개장 맛있네요!! 국물이 진하고 칼칼합니다.,5.0,8,5.0,2022.08.23.,"꿀밤
브론즈 배지
레벨
5",1697209224
6,별루입니다 음식제료 아끼는 느낌이고요 맛도 그냥 그래요,1.4,8,2.0,2021.05.23.,"sobeit
브론즈 배지
레벨
8",1697209224
7,후루룩 넘어가는 칼국수! 육개장과 정말 잘 어울려요 한끼식사 강추천합니다,5.0,1,5.0,2021.04.05.,"Kent
브론즈 배지
레벨
2",1697209224
8,"맛있네요 
양도많구 계란이랑 파가 국물이랑 잘 어울립니다",2.1,7,5.0,2021.03.24.,"허초희
브론즈 배지
레벨
5",1697209224
0,,4.9,12,5.0,2023.07.23.,"송창우
브론즈 배지
레벨
2",1245201481
1,간단히 먹을만 합니다. 떡갈비 반 개 씩 주시는게 특히 비빔 먹을 때 괜찮네요. 가격표는 업데이트 되어야겠네요.,4.5,2,4.0,2023.06.12.,"권준형
브론즈 배지
레벨
3",1245201481
2,"다 좋은데 제발 영업상태 표시좀 자주 체크해주세요. 이거 먹겠다고 먼길 왔는데 닫혀있고, 전화 안받고",3.2,20,4.0,2022.11.12.,"김성현
브론즈 배지
레벨
9",1245201481
8,,4.1,234,4.0,2022.10.16.,"박상우
실버 배지
레벨
12",1245201481
9,사진이랑 달라요. 만두는 전자렌지 돌려주고 물냉면육수는 고기육수가 아닌 동치미맛나요..,2.8,45,2.0,2022.07.10.,"다암지
실버 배지
레벨
23",1245201481
10,"카카오맵에 별점 처음 남겨봅니다.
냉면 유명하다는 집들 여러 군데 다녀봤지만,
이 집이 으뜸입니다.
가격, 서비스, 위생 등 모든 면에 있어서 우수합니다.
근처에 2년 즈음 살고 있는데, 처음으로 진정한 맛집 발견한 기쁨에 남깁니다.
더보기",5.0,1,5.0,2022.04.13.,"Martin Oh
브론즈 배지
레벨
2",1245201481
11,진짜 맛있었어요!!!! 그리고 냉면시키면 떡갈비도 줘용,4.2,5,5.0,2022.04.12.,"주주
브론즈 배지
레벨
4",1245201481
12,맛있습니다. 정갈하구요. 맵기나 간이 딱이에요. 양도 적지않아 한 끼 맛있게 먹고 나왔어요.,2.7,6,5.0,2022.03.07.,"DJ
브론즈 배지
레벨
7",1245201481
18,"아래글들은 낚시,",2.0,4,1.0,2021.12.02.,"이철호
브론즈 배지
레벨
3",1245201481
19,"존맛인데 왜 이제야 갔으까...ㅠㅠ
동네 냉면 원탑이에요
회냉면 명태도 많아요
도톰한 떡갈비도 주시는게 뽀인트
더보기",4.4,148,4.0,2021.11.13.,"mmm
골드 배지
레벨
35",1245201481
20,물냉면이 넘넘 맛있어요^^ 일주일에 한번씩 먹으러가요,3.2,18,5.0,2021.10.17.,"SSAY
실버 배지
레벨
11",1245201481
21,"인덕원, 포일동 인근 비빔냉면, 회냉면 맛집",4.1,171,5.0,2021.09.11.,"choi2meal
골드 배지
레벨
33",1245201481
22,물냉면 시판 육수가 아니지만 그저그럼 손만두는 비비고 손만두 수준 떡갈비도 냉동 떡갈비 수준 차라리 떡갈비안주고 냉면 맛에 투자하는게 좋을것같아요,4.3,12,3.0,2021.08.28.,"민
실버 배지
레벨
12",1245201481
23,맛있어요!!! 맛집맛집,4.8,36,5.0,2021.07.19.,"009
실버 배지
레벨
22",1245201481
24,존맛탱,3.2,9,5.0,2021.05.16.,"눈누난나
브론즈 배지
레벨
5",1245201481
0,"후기보고 걱정했는데 배고팠는지 맛있게 먹음
확실히 조금 싼 편 그래서 막국수랑 같이 먹었는데 큰 부담 없었음",3.2,679,3.0,2023.10.10.,"사냥꾼
골드 배지
레벨
52",17125115
1,후기 참고했으나 대실패.몇년 간 먹은 족발 중에 가장 최악이고 부수적으로 나오는 보쌈김치는 푸른잎이 섞여 너덜대고 칼질 엉망에 대충 뭉쳐 놓은게 뭔가 재사용같아서 먹기 찝찝했음.부추 무침?김치?도 언제 무쳤는지 짜고 신선한 맛이 없고..중요한 새우젖도 찌끄레기만.. 메인인 족발마저 너무 푹 삶아서 흐물 거리고 쫄깃함도 없고 최근 부산갔다 왔는데 부산원조족발집때문에 입맛이 너무 고급이 되었다지만 이건 너무 심각함.술맛이 뚝 떨어지더라.근데 손님이 꾸준히 있는게 더 충격.이게 인덕원 주변 음식점 수준인 듯하여 앞으로 인덕원은 돈사돈 빼고 무조건 패스하는 걸로.,3.5,4,1.0,2023.07.12.,"생활여행ㅈr
브론즈 배지
레벨
3",17125115
2,포장했는데 뽑기운이 없었던건지 아님 원래 이런건지 모르겠지만 색도 연하고 밍밍하게 삶은 족발맛이 났다. 양은 넉넉함.,3.5,51,2.0,2023.07.09.,"입맛까다로움
실버 배지
레벨
23",17125115
8,보쌈 족발 맛있게 먹었어요.,2.9,132,3.0,2023.05.29.,"봉쥬르
실버 배지
레벨
25",17125115
9,최고입니다,4.0,21,5.0,2023.04.20.,"gyo
실버 배지
레벨
12",17125115
10,"족발 보쌈 칡냉면 방문해서도먹고 배달해서도
먹고있는지가 20년이 다되어갑니다
변함없이 늘~  그맛 그솜씨...",3.9,17,5.0,2023.02.25.,"junbihaja
브론즈 배지
레벨
8",17125115
11,잡내 없고 맛있는 곳,2.8,16,5.0,2023.02.19.,"킴슐랭
브론즈 배지
레벨
8",17125115
12,,4.0,9,5.0,2023.01.28.,"김영수
브론즈 배지
레벨
4",17125115
18,,3.6,12,5.0,2022.04.17.,"따뜻한 말한마디
브론즈 배지
레벨
5",17125115
19,,5.0,1,5.0,2022.01.22.,"김운기
브론즈 배지
레벨
2",17125115
20,가격 틀림 족발소 3만원 (배달아님),1.5,14,3.0,2022.01.07.,"깽
브론즈 배지
레벨
9",17125115
21,"배달 주문했고, 친절하시고 푸짐해요.
단, 막국수 추가했는데 서로 맛이 다르네요. 족발도 부드럽지만 살짝 냄새가.. ^^",4.3,86,3.0,2021.06.27.,"장민구
골드 배지
레벨
31",17125115
22,맛있음,3.0,29,5.0,2021.04.15.,"^^
실버 배지
레벨
12",17125115
28,"맛은 그냥 족발
인덕원 특성상 시끄러움",3.7,36,3.0,2020.08.18.,"김민규
실버 배지
레벨
14",17125115
29,맛있어요~포장하면 미니 막국수 줘서 좋아요~바로 삶은거라 좋고~맛도있고.,2.7,19,4.0,2019.12.31.,"냐하~*
실버 배지
레벨
16",17125115
30,무난하게 먹을 만한 집,3.2,904,4.0,2019.06.29.,"음음
골드 배지
레벨
49",17125115
31,그다지 친절하지도 않고 맛도 투박스러운 느낌.. 가격 대비 괜찮다 정도..? 말고는 없어요~~~ 중년들의 놀이터 ㅇㄷㅇ근처라서 아재 아짐들이 많아요.,3.6,313,3.0,2019.04.28.,"단정한 미식가
골드 배지
레벨
45",17125115
32,,3.4,496,4.0,2019.01.22.,"후니네
골드 배지
레벨
31",17125115
33,맛있고 가격도 맘에 들어요,5.0,18,5.0,2018.10.16.,"최진한
브론즈 배지
레벨
10",17125115
34,그냥 보통임,2.6,326,3.0,2018.03.19.,"맛집감별사
골드 배지
레벨
32",17125115
0,고기 품질이 너무 좋았어요! 꽃등심 시켰는데 그동안 먹은 것중 손에 꼽을정도였어용 직원분들도 친절하시고 서빙 잘해주셨어요 재방문 의사 1000%입니다ㅎㅎ,5.0,69,5.0,2023.11.16.,"정해인
실버 배지
레벨
21",920284425
1,"친구랑 둘이서 한양한판에 꽃등심, 꽃갈비살, 된장찌개, 냉면까지 엄청 배터지게 먹었는데 가격까지 착하니 이건 인증을 안할 수가 없더라구요~ 완전 대만족!!",4.8,40,5.0,2023.11.07.,"이유란
실버 배지
레벨
15",920284425
2,"소고기 회식하고 배부르기 힘든데, 한양화로는 소고기는 좋고 가격은 저렴하니 다들 엄청 맛있게 배불러하는 느낌ㅋㅋ 보니깐 점심메뉴도 있어서 점심에도 와보려구요~",5.0,98,5.0,2023.11.07.,"임예주
실버 배지
레벨
23",920284425
0,"애기들이랑 방문했는데 여사장님이 너무 친절하게 챙겨주시고 편하게 식사할 수 있도록 도와주셔서 오랜만에 즐거운 저녁시간이였어용ㅎㅎ
생맥주가 3천원이라니 안 먹을 수 없구요~~!
음식이 전부 맛있어서 싹 다 비우고 나왔어요 또 갈게용~~!",3.7,28,5.0,2023.11.05.,"ㅋㅋㅋ
실버 배지
레벨
14",1346367638
1,존맛탱,4.4,7,5.0,2023.09.19.,"깍깍이
브론즈 배지
레벨
4",1346367638
2,가족들이랑 아침에 든든하게 먹을수있는데를 찾다가 여기를 발견했는데 사장님도 친절하게 설명 잘해주시고 맛도 숙성된거라서 그런지 간도 딱맞아 너무 맛있어요,5.0,1,5.0,2023.08.27.,"곽도윤
브론즈 배지
레벨
3",1346367638
0,"일하시는 분들도 친절하고 
무엇보다 맛있음. 갖가지 밑반찬 넉넉하게 먹었습니다. 일일이 준비 하시려면 일이 많으실텐데 
감사히 잘 먹고 왔습니다.",5.0,11,5.0,2022.05.03.,"◟̊◞̊
브론즈 배지
레벨
7",27379519
1,"장어탕 6천원이라해서 들어갔는데 9천원이고
장어 씻은물인지 그냥 우거짓만 있는거 같고 장어향도 맛도 찾기 힘듦 개인적으로 별로임",1.6,8,1.0,2019.08.27.,"js
브론즈 배지
레벨
5",27379519
0,,5.0,1,5.0,2023.11.30.,"우성
브론즈 배지
레벨
2",1373566545
1,타코와 구아바에이드가 맛있다. 인테리어가 깔끔함,4.4,56,4.0,2023.09.14.,"user871
실버 배지
레벨
20",1373566545
2,"꽤 맛있게 먹었지만
재방문의사는 잘 모르겠음",4.6,245,4.0,2023.07.09.,"맛집검색하다지문없어짐
골드 배지
레벨
44",1373566545
0,"한마디로 건강한 통닭 느낌이예요
배달되는 작은 닭이 아니고 중닭쯤 되는것 같아요. 양이 많아요
똥집도 서비스로 나오고 아무튼 맛집 맞는듯요",5.0,1,5.0,2024.02.08.,"이상주
브론즈 배지
레벨
2",9952433
1,,3.7,3,5.0,2024.02.05.,"이상철
브론즈 배지
레벨
2",9952433
2,,4.6,34,5.0,2024.01.28.,"dusjcj
브론즈 배지
레벨
2",9952433
0,여기 치킨 양도 적고 크거나 푸짐하지 않았음.. 이 치킨가게는 치킨맛이 쓰레기라서 다시는 가고 싶지 않네요 ㅠㅠ,3.0,8,1.0,2023.11.09.,"디메트로돈
브론즈 배지
레벨
6",17408516
1,,3.6,108,4.0,2023.09.26.,"무명
실버 배지
레벨
30",17408516
2,"치킨 시켰는데 기분까지 좋아지긴 첨이네요! 
배달원님이 굉장히 친절하셔서 먹기전부터 기분이 좋았어요 ( 배달원님 안전운전하셔요!!! )
치킨 그렇게 좋아하지 않는데 요기꺼 먹자마자 가족들 다 비비큐 먹을땐 여기서 시키라고 하셨어요! 여튼 대만족 맛도 대만족~~~~~!",4.8,16,5.0,2021.04.08.,"oo
실버 배지
레벨
11",17408516
0,맛있게 잘 먹었습니다.,3.4,136,4.0,2023.12.22.,"ㄱ
실버 배지
레벨
21",1571895810
1,여기 치킨 완전 맛있고 양이 많아 좋았습니다^^ 치킨이 푸짐해서 다시 방문하고 싶네요~,3.0,8,5.0,2023.11.09.,"디메트로돈
브론즈 배지
레벨
6",1571895810
2,"안녕하세요 ~  비비큐 인덕원사랑점입니다 

<< 2022년 7월 >> 리뉴얼 오픈하였습니다!  사업자도 완전히 바뀌었습니다!
기존 리뷰가 안 좋은 것이 있어서 알려드리려합니다

저희 매장은 100% 본사에서 받은 재료만 사용합니다
절대 임의로 생닭이나 다른 기름을 구매해서 섞어쓰지 않습니다!!!!

특수한 시즌이나 주말 피크시간에는 늦어질 수도 있지만 최대한 빠르게
배달해드리려고 노력하고 있습니다.
배달대행이 많이 몰려 잡히지 않을 때는 저희 직원들도 다같이 배달하고 있어요~

항상 주문해주셔서 감사한 마음을 가지고 있으며 맛있는 음식으로
보답하겠습니다

감사합니다!
더보기",5.0,1,5.0,2023.02.25.,"서준성
브론즈 배지
레벨
1",1571895810
8,첫입부터 끝까지 진짜 맛있었어요..!!!! 오랜만에 맛있게 먹어서 자주 갈 것 같아요 친절하시고 큰 사이다 방문서비스로 받아서 잘마셨습니다👍🏻,5.0,8,5.0,2022.11.12.,"jin
브론즈 배지
레벨
10",1571895810
9,"배달  30분 정도 걸리고, 따듯하게 잘 받았습니다.
최근 먹은 치킨 중에 제일 맛있게 먹었습니다. 추천해요~",5.0,1,5.0,2022.08.22.,"노상호
브론즈 배지
레벨
1",1571895810
10,"방금 픽업 했는데 전화 응대도 친절하시고 미리 사이다로 바꿔 주셨더라구요.
잠깐 픽업시 상냥하게 인사해주시고 튀기는 분도 나올 때 인사 주시더라구요
집에 와서 보니 이쁘 글과 치킨색도 만족했습니다.
많이 파세요
더보기",4.2,19,5.0,2022.08.22.,"Derek
실버 배지
레벨
11",1571895810
11,집에서 가까워 직접 픽업했어요. 사장님이 어려보이시던데..친절하시고 치킨도 맛있게 잘 먹었습니다. 번창하세요!!,5.0,1,5.0,2022.08.19.,"정지현
브론즈 배지
레벨
2",1571895810
12,주문 할 때마다 너무 늦게와요. 안내가 있으면 이해할텐데 주문량 많은 시간엔 안 시키는게 나을듯요,2.3,32,1.0,2022.02.01.,"kok
실버 배지
레벨
13",1571895810
13,"진짜 별점 1점도 아깝네요
전화로 주문햇는데 1시간안에 도착이라더니 1시간은 커녕 1시간 40분 소요됐는데 뭐 연락도 하나도 없고 장난하는건지 전화는 제대로 끊지도 않고 뭔 통화를 하루종일 하는지 진짜 이해가 안가네요 전화를 받아야 뭔 말을 하죠 전화연결도 안되고 진짜 짜증나 죽겠네요 장난하는것도 아니고 진짜 기분만 잡쳤습니다 소스도 5개 추가 햇는데 하나만 달랑오고 지금 장난하시나요? 진짜 기분 잡치네요
돈은 다 받아놓고 뭐하자는겁니까?
더보기",1.0,3,1.0,2021.11.21.,"푸하핳
브론즈 배지
레벨
4",1571895810
14,카카오톡 기프티콘 선물받았는데 선택된 매장에서 매장사정?으로 취소를 해버려서 카카오톡 주문하기로 다른매장에 주문하려니 매장을 선택할수가없어서 전화로 문의드렸더니 친절하게 응대해주시고 빨리 가져다 드린다고도 해주시고ㅎㅎ 귀기울여 주셨던 응대가 좋았네요ㅎ,3.4,5,5.0,2021.10.31.,"졍
브론즈 배지
레벨
3",1571895810
15,"친절하고, 너무 맛있어요.. 대박나세요..",3.0,4,5.0,2021.10.09.,"성진혁 JIN HYUK SUNG
브론즈 배지
레벨
4",1571895810
0,"튀김이 너무 심하네요
적당히 해야지
닭보다 튀김이 더 많네요",3.4,16,1.0,2024.01.02.,"맛집만간다
실버 배지
레벨
11",1025214775
1,"파닭 진짜 맛있음!
다양한 종류에 맥주들도 좋았음!",4.9,85,5.0,2023.12.18.,"🥢
골드 배지
레벨
31",1025214775
2,"""우리집 단골집입니다.""

최소 50마리 이상은 먹었을것 같아요.
주인 아저씨가 정말 친절하세요.

주로 깐풍 후라이드 반반 많이 먹는데요.
마늘치킨도 강추~

주문하면 나오는데 까지 
걸리는 시간을 알려주시는데요. 
언제나 15분걸린다고 하십니다^^
겁나 빠름*^^*
더보기",3.6,108,5.0,2022.11.21.,"무명
실버 배지
레벨
30",1025214775
0,손주가 좋아해 이곳에서 치킨을 시켜먹었다.,5.0,4,5.0,2023.07.22.,"김영준입니다
브론즈 배지
레벨
7",1233618608
